Id,Name,Code,City,Oceans insights code,Latitude,Longitude,Bigschedules,Created at,Updated at,Port type,Hub port,Ocean insights
8409,Shuwaikh / Kuwait,KWKWI,,"",29.354444,47.909722,,2018-05-31 16:04:29 +0200,2018-05-31 16:23:07 +0200,seaport,false,
2633,Si ping,CNSIP,1974,,43.166419,124.350398,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
2742,Sialkot,PKSKT,2078,,32.4924769,74.5310403,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
2035,Sibenik,HRSIB,1430,,43.7350196,15.8952045,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
1249,Sibolga,IDSLG,667,,1.7368371,98.7851121,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
1250,Sibu,MYSBW,668,,2.287284,111.830535,P286,2007-06-30 12:11:55 +0200,2017-09-01 00:59:15 +0200,seaport,false,
1251,Sihui,CNSIH,669,,23.327001,112.734103,P1607,2007-06-30 12:11:55 +0200,2017-09-04 16:29:22 +0200,seaport,false,
1252,Sillamäe,EESLM,670,,59.3961735,27.7619842,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
1253,Sines,PTSIE,671,,37.9571555,-8.8608907,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
53,Singapore,SGSIN,50,,1.352083,103.819836,P355,2007-06-30 12:11:55 +0200,2017-07-04 10:47:01 +0200,seaport,false,
2042,Sitka,USSIT,1437,,57.0530556,-135.33,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
2033,Sitrah,BHSIT,1428,,26.1628197,50.6275108,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
2444,Sixth of october,EGSOO,1796,,29.9285429,30.9187827,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
1694,Skagen,DKSKA,1090,,57.725004,10.579186,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
1254,Skikda,DZSKI,672,,36.8715199,6.9101806,P774,2007-06-30 12:11:55 +0200,2017-12-31 12:29:10 +0100,seaport,false,
1255,Slavyanka,RUSKA,673,,42.8711878,131.3784441,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
2006,Sliedrecht,NLSLD,1401,,51.8248681,4.7731624,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,true,
2076,Sluiskil,NLSLU,1471,,51.2777029,3.8366881,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,true,
2280,Smederevo,RSSMO,1677,,44.6658941,20.9335169,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
1907,Sneek,NLSNK,1302,,53.0337476,5.6556473,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,true,
1257,Sohar,OMSOH,675,,24.3460959,56.7075141,P1015,2007-06-30 12:11:55 +0200,2017-08-08 20:19:09 +0200,seaport,false,
1258,Sokhna,EGSOK,120,,29.6325617,32.3300171,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
2244,Solvesborg,SESOL,1640,,56.0537433,14.5796878,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
2634,Song shu,CNSOS,1975,,31.294306,106.847695,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
1259,Songkhla,THSGZ,677,,7.1897659,100.5953813,P389,2007-06-30 12:11:55 +0200,2017-08-08 19:55:38 +0200,seaport,false,
1260,Sousse,TNSUS,678,,35.825603,10.608395,P2806,2007-06-30 12:11:55 +0200,2017-12-31 12:29:32 +0100,seaport,false,
2092,South point harbor,USSPH,1487,,34.2042104,-81.9126322,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
1261,Southampton,GBSOU,679,,50.9097004,-1.4043509,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
2180,Southport,USXMK,1576,,33.921563,-78.0202677,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
1750,Southport qld,AUSHQ,1146,,-27.973794,153.4183144,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
2134,Southwest pass,USSW8,1529,,29.0393861,-89.3342398,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
1612,Soyo,AOSZA,1010,,-6.1410265,12.3521148,P674,2007-06-30 12:11:55 +0200,2017-07-04 13:07:33 +0200,seaport,false,
1879,Spay,DESPY,1274,,50.2599509,7.64758,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
1262,Split,HRSPU,680,,43.5081323,16.4401935,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
2714,Springfield,USSGF,2052,,37.2089572,-93.2922989,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
1958,Sriracha,THSRI,1353,,13.1641308,100.9216588,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
1263,St Croix,VILIB,681,,17.7245968,-64.8347992,P4952,2007-06-30 12:11:55 +0200,2017-07-04 12:29:27 +0200,seaport,false,
1264,St George'S,GDSTG,682,"",12.0560975,-61.7487996,P820,2007-06-30 12:11:55 +0200,2017-08-02 23:44:35 +0200,seaport,false,
1266,St Petersburg,RULED,684,,59.9342802,30.3350986,P349,2007-06-30 12:11:55 +0200,2017-08-25 18:33:59 +0200,seaport,false,
1966,St george's,BMSGE,1361,,32.3819877,-64.6769793,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
1837,St helier,JESTH,1233,,49.1805019,-2.103233,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
1731,St louis,USSTL,1127,,38.6270025,-90.1994042,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
2072,St nazaire,FRSNR,1467,,47.2734979,-2.213848,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
1989,St petersburg,USPIE,1384,,27.7518284,-82.6267345,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
1983,St thomas,VISTT,1378,,18.3380965,-64.8940946,P1166,2007-06-30 12:11:55 +0200,2017-10-06 05:23:11 +0200,seaport,false,
1267,St. John'S,CASJF,685,,47.5615096,-52.7125768,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
2545,St. barthelemy,BLSBH,1885,,17.9,-62.833333,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
2179,Stadersand,DESTS,1575,,53.6203259,9.5293974,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
1722,Stavanger,NOSVG,1118,,58.9699756,5.7331073,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
1908,Stavoren,NLSTA,1303,,52.8829456,5.3607068,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,true,
1905,Stellendam,NLSTD,1300,,51.806187,4.0244063,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,true,
1937,Steveston,CASVN,1332,,49.1336586,-123.179328,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
1268,Stockholm,SESTO,686,,59.3293235,18.0685808,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
1974,Stralsund,DESTL,1369,,54.3090654,13.0770347,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
2330,Strandby,DKSTD,1727,,57.4937533,10.494117,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
1965,Stromstad,SESMD,1360,,58.9383459,11.1791871,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
2281,Stuttgart,DESTR,1678,,48.7758459,9.1829321,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
2220,Stykkisholmur,ISSTY,1616,,65.0728985,-22.7357311,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
1590,Su Zhou,CNSZH,997,,31.298974,120.585289,P1528,2007-06-30 12:11:55 +0200,2017-09-01 01:09:49 +0200,seaport,false,
1935,Suao,TWSUO,1330,,24.594229,121.8533264,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
1269,Subic Bay,PHSFS,687,,14.7844121,120.2858846,P1029,2007-06-30 12:11:55 +0200,2017-11-20 15:25:00 +0100,seaport,false,
1270,Suez,EGSUZ,688,,29.9668343,32.5498069,P160,2007-06-30 12:11:55 +0200,2017-10-12 11:54:21 +0200,seaport,false,
1271,Suez Canal (Passage),EGSUC,689,,29.9374117,32.56655,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
1272,Sunndalsøra,NOSUN,690,,62.6735166,8.5661121,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
101,Surabaya,IDSUB,97,,-7.2574719,112.7520883,P216,2007-06-30 12:11:55 +0200,2017-08-08 19:55:44 +0200,seaport,false,
2320,Susaki,JPSUZ,1717,,33.400745,133.282953,P7058,2007-06-30 12:11:55 +0200,2017-09-18 01:42:17 +0200,seaport,false,
1273,Suva,FJSUV,691,,-18.1248086,178.4500789,P164,2007-06-30 12:11:55 +0200,2017-11-10 09:29:15 +0100,seaport,false,
2004,Svendborg,DKSVE,1399,,55.067434,10.607282,,2007-06-30 12:11:55 +0200,2007-06-30 12:11:55 +0200,seaport,false,
